time_stamp, lat, lon, pitch, roll, heading, serial_number, cam_position
1.642760129585155487e+09,4.572481902808189602e+01,5.088620789702733127e+00,3.470000000000000000e+02,0.000000000000000000e+00,2.647865937805175918e+02,2.101994900000000000e+07,4.000000000000000000e+00
1.642760129784790516e+09,4.572479623641610402e+01,5.088623617865641435e+00,3.470000000000000000e+02,0.000000000000000000e+00,8.477860837936401595e+01,2.101995000000000000e+07,1.000000000000000000e+00
1.642760129785160065e+09,4.572479619422595221e+01,5.088623623100916760e+00,3.470000000000000000e+02,0.000000000000000000e+00,2.647785935974121116e+02,2.101994900000000000e+07,4.000000000000000000e+00
1.642760129984794617e+09,4.572477340261459489e+01,5.088626451257069583e+00,3.470000000000000000e+02,0.000000000000000000e+00,8.477060821533203239e+01,2.101995000000000000e+07,1.000000000000000000e+00
1.642760129985165358e+09,4.572477336028834571e+01,5.088626456509231843e+00,3.470000000000000000e+02,0.000000000000000000e+00,2.647705933856964293e+02,2.101994900000000000e+07,4.000000000000000000e+00
1.642760130184799671e+09,4.572475041470448076e+01,5.088629438661733673e+00,3.470000000000000000e+02,0.000000000000000000e+00,8.474228004932405156e+01,2.101995000000000000e+07,1.000000000000000000e+00
1.642760130185169697e+09,4.572475037215153293e+01,5.088629444212118713e+00,3.470000000000000000e+02,0.000000000000000000e+00,2.647422245454788481e+02,2.101994900000000000e+07,4.000000000000000000e+00
1.642760130384804010e+09,4.572472741420547493e+01,5.088632438726822471e+00,3.470000000000000000e+02,0.000000000000000000e+00,8.471227939844132493e+01,2.101995000000000000e+07,1.000000000000000000e+00
1.642760130385174513e+09,4.572472737159768741e+01,5.088632444284359124e+00,3.470000000000000000e+02,0.000000000000000000e+00,2.647122238230705307e+02,2.101994900000000000e+07,4.000000000000000000e+00
1.642760130584808111e+09,4.572470441373388184e+01,5.088635438788334575e+00,3.470000000000000000e+02,0.000000000000000000e+00,8.468227878332137948e+01,2.101995000000000000e+07,1.000000000000000000e+00
1.642760130585179090e+09,4.572470437107126173e+01,5.088635444353023729e+00,3.470000000000000000e+02,0.000000000000000000e+00,2.646822231364250229e+02,2.101994900000000000e+07,4.000000000000000000e+00
1.642760130784812927e+09,4.572468141318003632e+01,5.088638438860574986e+00,3.470000000000000000e+02,0.000000000000000000e+00,8.465227806091309048e+01,2.101995000000000000e+07,1.000000000000000000e+00
1.642760130785183191e+09,4.572468137059966864e+01,5.088638444414535833e+00,3.470000000000000000e+02,0.000000000000000000e+00,2.646522225213050774e+02,2.101994900000000000e+07,4.000000000000000000e+00
1.642760130984817505e+09,4.572465841265360353e+01,5.088641438929239591e+00,3.470000000000000000e+02,0.000000000000000000e+00,8.462227737426758267e+01,2.101995000000000000e+07,1.000000000000000000e+00
1.642760130985187531e+09,4.572465837010065570e+01,5.088641444479624631e+00,3.470000000000000000e+02,0.000000000000000000e+00,2.646222218704223792e+02,2.101994900000000000e+07,4.000000000000000000e+00
1.642760131184822083e+09,4.572463541212717786e+01,5.088644438997904196e+00,3.470000000000000000e+02,0.000000000000000000e+00,8.463293754577637173e+01,2.101995000000000000e+07,1.000000000000000000e+00
1.642760131185192585e+09,4.572463536951939034e+01,5.088644444555441737e+00,3.470000000000000000e+02,0.000000000000000000e+00,2.646329634809493996e+02,2.101994900000000000e+07,4.000000000000000000e+00
